B00,King's Pawn Opening; B00,e2e4,
B08,"Parma Defense, Pirc",e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 c8g4,
B08,"Czech Defense, Pirc",e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 c7c6,
B08,"Chigorin Line, Pirc",e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 b8c6,
B08,"Schlechter Variation, Pirc",e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 h2h3,
B07,Anti-Philidor,e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 f2f4,
B07,"Roscher Gambit, Pirc",e2e4 d7d6 d2d4 g8f6 g1f3,
C20,King Pawn Game; C20,e2e4 e7e5,
C20,Mengarini Opening,e2e4 e7e5 a2a3,
C20,Portuguese Opening,e2e4 e7e5 f1b5,
C20,Miguel Gambit,e2e4 e7e5 f1b5 f8c5 b2b4,
C23,Bishop's Opening; C23,e2e4 e7e5 f1c4,
C23,Anderssen Gambit,e2e4 e7e5 f1c4 b7b5 c4b5 c7c6,
C23,Thorold Gambit,e2e4 e7e5 f1c4 b7b5 c4b5 f7f5,
C23,"Classical Variation, Bishop; Boi Variation",e2e4 e7e5 f1c4 f8c5,
C23,"MacDonnell Gambit, Bishop",e2e4 e7e5 f1c4 f8c5 b2b4,
C23,"Labourdonnais-Denker Gambit, Bishop",e2e4 e7e5 f1c4 f8c5 b2b4 c5b4 c2c3,
C23,"McDonnell Double Gambit, Bishop",e2e4 e7e5 f1c4 f8c5 b2b4 c5b4 f2f4,
C23,"Philidor Variation, Bishop",e2e4 e7e5 f1c4 f8c5 c2c3,
C23,"Lewis Counter-Gambit, Bishop",e2e4 e7e5 f1c4 f8c5 c2c3 d7d5,
C23,"Lewis Countergambit, Bishop",e2e4 e7e5 f1c4 f8c5 c2c3 d7d5 c4d5 g8f6,
C23,"Walker Variation, Bishop",e2e4 e7e5 f1c4 f8c5 c2c3 d7d5 c4d5 g8f6 d2d4,
C23,"Lewis Gambit, Bishop",e2e4 e7e5 f1c4 f8c5 d2d4,
C23,"Stein Gambit, Bishop",e2e4 e7e5 f1c4 f8c5 f2f4,
C23,"Lopez Variation, Bishop",e2e4 e7e5 f1c4 f8c5 d1e2,
C23,"Lopez Gambit, Bishop",e2e4 e7e5 f1c4 f8c5 d1e2 g8f6 f2f4,
C23,"Khan Gambit, Bishop",e2e4 e7e5 f1c4 d7d5,
C23,"King's Gambit Reversed, Bishop",e2e4 e7e5 f1c4 f7f5,
C23,Calabrese Counter-Gambit,e2e4 e7e5 f1c4 f7f5,
C24,"Berlin Defense, Bishop; C24",e2e4 e7e5 f1c4 g8f6,
C24,"Spielmann Attack, Bishop",e2e4 e7e5 f1c4 g8f6 d2d3 f8c5 b1c3,
C24,"Kitchner Folly, Bishop",e2e4 e7e5 f1c4 g8f6 d2d3 f8e7 g1f3 e8g8,
C24,"Vienna Hybrid, Bishop",e2e4 e7e5 f1c4 g8f6 d2d3 b8c6 b1c3,
C24,"Hromadka Variation, Bishop",e2e4 e7e5 f1c4 g8f6 d2d3 b8c6 b1c3 f8b4 g1e2,
C24,"Ponziani Center Gambit, Bishop",e2e4 e7e5 f1c4 g8f6 d2d4,
C24,"Warsaw Gambit, Bishop",e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 c2c3,
C24,Urusov; Ouroussoff; Keidansky G,e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 g1f3,
C24,"Keidansky Gambit, Bishop",e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 g1f3 f6e4 d1d4,
C23,"Kreijcik Gambit, Bishop",e2e4 e7e5 f1c4 g8f6 f2f3 f8c5 g1e2 b8c6 b2b4,
C23,"Greco Gambit, Bishop",e2e4 e7e5 f1c4 g8f6 f2f4,
C23,"Horwitz Gambit, Bishop",e2e4 e7e5 f1c4 g8f6 b1c3 b7b5,
C23,"Blanel Gambit, Bishop",e2e4 e7e5 f1c4 g8f6 b1c3 f6e4,
C23,"Paschmann Gambit, Bishop",e2e4 e7e5 f1c4 g8f6 g1e2 f6e4 e2c3,
C20,Tortoise Opening,e2e4 e7e5 f1d3,
C20,Macleod Attack,e2e4 e7e5 c2c3,
C20,Norwalder Gambit,e2e4 e7e5 c2c3 d7d5 d1h5 f8d6,
C20,Lasa Gambit,e2e4 e7e5 c2c3 f7f5,
C20,Whale Opening,e2e4 e7e5 c2c4,
C20,Bavarian Gambit,e2e4 e7e5 c2c4 d7d5,
C20,Clam Variation; Leonardis Variation,e2e4 e7e5 d2d3,
C20,Indian Opening,e2e4 e7e5 d2d3,
C20,Weber Gambit,e2e4 e7e5 d2d3 d7d5 e4d5 c7c6 d5c6 b8c6,
C20,King's Gambit Reversed,e2e4 e7e5 d2d3 f7f5,
C20,Radisch Gambit,e2e4 e7e5 d2d3 g8f6 f2f4 f8c5,
C21,Center Game; C21,e2e4 e7e5 d2d4,
C21,Beyer Gambit,e2e4 e7e5 d2d4 d7d5,
C21,Philidor Gambit,e2e4 e7e5 d2d4 d7d6 d4e5 c8d7,
C21,Center Game Accepted,e2e4 e7e5 d2d4 e5d4,
C21,Von der Lasa Gambit,e2e4 e7e5 d2d4 e5d4 f1c4,
C21,"Ross Gambit, Center",e2e4 e7e5 d2d4 e5d4 f1d3,
C21,Danish Gambit,e2e4 e7e5 d2d4 e5d4 c2c3,
C21,"Sorensen Defense, Center",e2e4 e7e5 d2d4 e5d4 c2c3 d7d5,
C21,Danish Gambit Accepted,e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2,
C21,"Copenhagen Defense, Danish Gambit",e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2 f8b4,
C21,"Schlechter Defense, Center",e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2 d7d5,
C21,"Classical Defense, Danish Gambit",e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2 g8f6,
C21,"Chigorin Defense, Danish Gambit",e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c1b2 d8e7,
C21,"Svenonius Defense, Center",e2e4 e7e5 d2d4 e5d4 c2c3 g8e7,
C21,Halasz-McDonnell Gambit,e2e4 e7e5 d2d4 e5d4 f2f4,
C21,"Crocodile Variation, Center Game",e2e4 e7e5 d2d4 e5d4 f2f4 f8c5 g1f3 b8c6 c2c3,
C21,"Lanc-Arnold Gambit, Center",e2e4 e7e5 d2d4 e5d4 g1f3 f8c5 c2c3,
C21,"Scippler Gambit, Center",e2e4 e7e5 d2d4 e5d4 g1f3 f8c5 c2c3 d4c3 f1c4,
C22,C22,e2e4 e7e5 d2d4 e5d4 d1d4,
C22,"Hall Variation, Center",e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4c4,
C22,"Paulsen Attack Variation, Center",e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4e3,
C22,"Berger Variation, Center",e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4e3 g8f6,
C22,"Kupreichik Variation, Center",e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4e3 g8f6 b1c3 f8b4 c1d2 e8g8 e1c1 f8e8 f1c4,
C20,King's Head,e2e4 e7e5 f2f3,
C20,Walkerling,e2e4 e7e5 f2f3 g8f6,
C20,Krejcik Gambit,e2e4 e7e5 f2f3 g8f6 f1c4 f8c5 g1e2 b8c6 b2b4,
C20,King's Head Opening,e2e4 e7e5 f2f3 g8f6 b1c3,
C30,King's Gambit; C30,e2e4 e7e5 f2f4,
C30,"Classical Defense, KGD",e2e4 e7e5 f2f4 f8c5,
C30,"Heath Variation, KGD; Rotlewi Countergambit",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 b2b4,
C30,"Marshall (Euwe) Attack, KGD",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3 c8g4 f4e5 d6e5 d1a4,
C30,"Rubinstein Countergambit, KGD",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3 f7f5,
C30,"Svenonius Variation, KGD",e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 b1c3 g8f6 f1c4 b8c6 d2d3 c8g4,
C30,"Senechaud Counter-Gambit, KGD",e2e4 e7e5 f2f4 f8c5 g1f3 g7g5,
C30,"Mafia Defense, KGD",e2e4 e7e5 f2f4 c7c5,
C31,"Falkbeer Counter-Gambit, KGD; C31",e2e4 e7e5 f2f4 d7d5,
C31,"Hinrichsen Gambit, KGD",e2e4 e7e5 f2f4 d7d5 d2d4,
C31,"Falkbeer Countergambit Accepted, KGD",e2e4 e7e5 f2f4 d7d5 e4d5,
C31,"Miles Gambit, KGD",e2e4 e7e5 f2f4 d7d5 e4d5 f8c5,
C31,"Nimzovich-Marshall Variation, KGD",e2e4 e7e5 f2f4 d7d5 e4d5 c7c6,
C31,"Marshall C-G, KGD",e2e4 e7e5 f2f4 d7d5 e4d5 c7c6,
C31,"Pickler Gambit, KGD",e2e4 e7e5 f2f4 d7d5 e4d5 c7c6 d5c6 f8c5,
C32,"Staunton Line, KGD; C32",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4,
C31,"Nimzovich Variation, KGD; Anderssen Attack",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 f1b5,
C32,"Reti (Charousek) Variation, KGD",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3,
C32,"Morphy Defense, KGD",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 b1c3 f8b4 c1d2 e4e3,
C32,"Keres Variation, KGD",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 b1d2,
C32,"Old Line, Falkbeer Countergambit, KGD",e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d1e2,
C32,"Modern Transfer, Falkbeer Countergambit, KGD",e2e4 e7e5 f2f4 d7d5 e4d5 e5f4,
C31,"Blackbunre Attack, KGD",e2e4 e7e5 f2f4 d7d5 g1f3,
C33,King's Gambit Accepted; C33,e2e4 e7e5 f2f4 e5f4,
C33,"Orsini Gambit, KGA",e2e4 e7e5 f2f4 e5f4 b2b3,
C33,"Schurig Gambit, KGA",e2e4 e7e5 f2f4 e5f4 f1b5,
C33,"Bishop's Gambit, KGA",e2e4 e7e5 f2f4 e5f4 f1c4,
C33,"Kieseritzky Gambit, Bishop's Gambit, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 b7b5,
C33,"Lopez Defense, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 c7c6,
C33,"Bledow; Morphy Defense, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d7d5,
C33,"Bledow Countergambit, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d7d5 c4d5 g8f6,
C33,"Gianutio Counter-Gambit, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 f7f5,
C33,"Anderssen Defense, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 g7g5,
C33,"Maurian Defense, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 b8c6,
C33,Cozio; Hanneken; Prussian; Lichtenhein,e2e4 e7e5 f2f4 e5f4 f1c4 g8f6,
C33,"Bogoljubow Variation, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 g8f6 b1c3,
C33,"Bogoljubov; Jaenisch Variation, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 g8f6 b1c3 c7c6,
C33,"Bryan; Kieseritzky Gambit, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 b7b5,
C33,"Greco Variation, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 f8c5,
C33,"Cozio Variation, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 d7d6,
C33,"Classical Defense, KGA; Lopez Variation",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5,
C33,"Grimm Attack, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 d2d4 d7d6 e4e5,
C33,"MacDonnell Attack, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 d2d4 g8e7 g2g3,
C33,"McDonnell Attack, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 g2g3,
C33,"Fraser Variation, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 g2g3 f4g3 d1f3,
C33,"Cozio Attack, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 d1f3,
C33,"Boden Variation, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 b8c6,
C33,"Jaenisch Variation, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g8f6,
C33,"Jaenisch Variation, KGA",e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 h4f6,
C33,Lesser Bishop; Tartakower,e2e4 e7e5 f2f4 e5f4 f1e2,
C33,"Weiss Defense, KGA",e2e4 e7e5 f2f4 e5f4 f1e2 f7f5 e4f5 d7d6,
C33,"Central; Polerio; Willemson, Steinitz",e2e4 e7e5 f2f4 e5f4 d2d4,
C33,"Gaga Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g2g3,
C33,"Gama Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g2g3 f4g3 g1f3,
C33,"Leonardo (Stamma) Gambit, KGA",e2e4 e7e5 f2f4 e5f4 h2h4,
C33,"Drunken King, KGA",e2e4 e7e5 f2f4 e5f4 e1f2,
C33,"Tumbleweed; King's Own, KGA",e2e4 e7e5 f2f4 e5f4 e1f2,
C33,"Keres, Mason, Parnu, Requena",e2e4 e7e5 f2f4 e5f4 b1c3,
C33,"Requena Gambit, KGA",e2e4 e7e5 f2f4 e5f4 b1c3 d8h4,
C33,"Paris Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1e2,
C34,"King's Knight Gambit, KGA; C34",e2e4 e7e5 f2f4 e5f4 g1f3,
C35,"Cunningham Gambit, KGA; C35",e2e4 e7e5 f2f4 e5f4 g1f3 f8e7,
C35,"Wild Cunningham Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 f8e7 f1c4 e7h4,
C35,"Bertin; Three Pawns Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 f8e7 f1c4 e7h4 g2g3,
C35,"Neo-Cunningham Gambit, KGA; McCormick Defense",e2e4 e7e5 f2f4 e5f4 g1f3 f8e7 f1c4 g8f6,
C36,"Scandinavian Variation, KGA; Modern Defense, KGA; C36",e2e4 e7e5 f2f4 e5f4 g1f3 d7d5,
C36,"Abbazia Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 d7d5 e4d5 g8f6,
C34,"Fischer Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 d7d6,
C34,"Schulder Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 d7d6 b2b4,
C34,"Gianutio Countergambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 f7f5,
C37,C37,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5,
C37,"Ghulam Kassim; Koch Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4,
C38,"Traditional Variation, KGA; C38",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7,
C38,"Mayet Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 d2d4 d7d6 c2c3,
C38,"Philidor Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 h2h4,
C38,"Greco Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 h2h4 h7h6 d2d4 d7d6,
C38,"Schultz Variation, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 h2h4 h7h6 d2d4 d7d6 d1d3,
C38,"Hanstein Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 e1g1,
C37,"Middleton Counter-Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 d7d6 e1g1 c8g4 h2h3 h7h5 h3g4,
C37,"Greco-Lolli; Wild Muzio Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 c4f7,
C37,"Young Variation, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 c4f7 e8f7 e1g1 g4f3 d1f3 d8f6 d2d4 f6d4 c1e3,
C37,"Koch; Ghulam Kassim Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 d2d4,
C37,Kotov Gambit,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 d2d4 g4f3 c1f4,
C37,"Ghulam-Kassim Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 d2d4 g4f3 d1f3,
C37,"Australian Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 h2h4,
C37,"MacDonnell Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 b1c3,
C37,"Salvio Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 f3e5,
C37,"Anderssen Counter-Attack, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 f3e5 d8h4 e1f1 g8h6 d2d4 d7d6,
C37,"Muzio-Polerio Gambit, KGA; Wild Muzio",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1,
C37,"Brentano Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 d7d5,
C37,"Holloway Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 b8c6,
C37,"From Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 d8e7,
C37,"Sarratt Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 d8f6,
C37,"Young Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 d8f6 c4f7 e8f7 d2d4 f6d4 c1e3 d4f6,
C37,"Double Muzio Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 d8f6 e4e5 f6e5 c4f7,
C37,"Paulsen Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 d8f6 e4e5 f6e5 d2d3 f8h6 b1c3 g8e7 c1d2,
C37,"Bello Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 d8f6 b1c3,
C37,"Baldwin Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 d8f6 b1c3 f6d4 g1h1 d4c4 c3d5,
C37,"Kling & Horwitz Counter-Attack, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 d8e7,
C37,"Blachy Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 b8c6,
C37,"Rosentreter Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 d2d4,
C37,"Rosentreter-Testa Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 d2d4 g5g4 c1f4,
C39,C39,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4,
C39,"Kieseritzky Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5,
C39,"Paulsen Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 f8g7,
C39,"Campbell; Brentano; Morphy Var, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d7d5,
C39,"Green; Kolisch Variation, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d7d6,
C39,"Long Whip Variation, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 h7h5,
C39,"Cotter Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 h7h6 e5f7,
C39,"Neumann Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 b8c6,
C39,"Berlin Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6,
C39,"Anderssen Defense, Kieseritsky Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8d6,
C39,"Anderssen-Cordel Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8d6 d2d4 f6h5 c1f4 h5f4,
C39,"Rice Gambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8d6 e1g1,
C39,"Rice Gambit Accepted, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8d6 e1g1 d6e5,
C39,"Paulsen Defense Deferred, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8g7,
C39,"Rubinstein Variation, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 d2d4,
C39,"Riviere Variation, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 e5g4 d7d5,
C39,"Rosenthal; Stockwhip Var, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d8e7,
C39,"Allgaier; Cotter Cambit, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5,
C39,"Walker (Urusov) Attack, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 f1c4,
C39,"Urusov Attack, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 f1c4 d7d5 c4d5 f7e8 d2d4,
C39,"Thorold Attack, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 d2d4,
C39,"Horny Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 d1g4 g8f6 g4f4,
C37,"Quaade; Taylor Variation, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 b1c3,
C34,"Becker; Anti-Kieseritzky Var, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 h7h6,
C34,"MacLeod Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 b8c6,
C34,"Bonsch-Osmolovsky Variation, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g8e7,
C34,"Schallop Defense, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g8f6,
C34,"Tashkent Attack, KGA",e2e4 e7e5 f2f4 e5f4 g1f3 g8f6 e4e5 f6h5 g2g4,
C33,"Eisenberg Variation, KGA",e2e4 e7e5 f2f4 e5f4 g1h3,
C33,"Basman Gambit, KGA",e2e4 e7e5 f2f4 e5f4 d1e2,
C33,"Bilguer-Mirage Variation, KGA",e2e4 e7e5 f2f4 e5f4 d1e2,
C33,"Breyer; Hungarian; Carrera, KGA",e2e4 e7e5 f2f4 e5f4 d1f3,
C33,"Dodo Gambit, KGA",e2e4 e7e5 f2f4 e5f4 d1g4,
C33,"Carrera Gambit, KGA",e2e4 e7e5 f2f4 e5f4 d1h5,
C30,"Panteldakis Countergambit, KGD",e2e4 e7e5 f2f4 f7f5,
C30,"Soller-Zilbermints Gambit, KGD",e2e4 e7e5 f2f4 f7f6 f4e5 b8c6,
C30,Zilbermints Double Countergambit; KGD,e2e4 e7e5 f2f4 g7g5,
C30,"Queen's Knight Defense, KGD",e2e4 e7e5 f2f4 b8c6,
C30,"Miles Defense, KGD",e2e4 e7e5 f2f4 b8c6 g1f3 f7f5,
C30,"Zilbermints Double Gambit I, KGD",e2e4 e7e5 f2f4 b8c6 g1f3 g7g5,
C30,"Petrov's Defense, KGD",e2e4 e7e5 f2f4 g8f6,
C30,"Norwalde (Norwalder) Variation, KGD",e2e4 e7e5 f2f4 d8f6,
C30,"Schubert Variation, KGD",e2e4 e7e5 f2f4 d8f6 b1c3 f6f4 d2d4,
C30,"Keene Defense, KGD",e2e4 e7e5 f2f4 d8h4 g2g3 h4e7,
C25,Vienna; Hamppe Opening; C25,e2e4 e7e5 b1c3,
C25,"Zhuravlev Counter-Gambit, Vienna",e2e4 e7e5 b1c3 f8b4 d1g4,
C25,"Zhuraviev Countergambit, Vienna",e2e4 e7e5 b1c3 f8b4 d1g4 g8f6,
C25,"Anderssen Defense, Vienna",e2e4 e7e5 b1c3 f8c5,
C25,"Hamppe-Mietner Variation, Vienna",e2e4 e7e5 b1c3 f8c5 c3a4,
C25,"Giraffe Attack, Vienna",e2e4 e7e5 b1c3 f8c5 d1g4,
C25,"Omaha Gambit, Vienna",e2e4 e7e5 b1c3 d7d6 f2f4,
C23,"Meitner-Mieses Gambit, Vienna",e2e4 e7e5 b1c3 b8c6 f1c4 f8c5 d1g4 d8f6 c3d5,
C23,"Bronstein Gambit, Vienna",e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 f2f4 f6e4 g1f3,
C25,"Fyfe Gambit, Vienna",e2e4 e7e5 b1c3 b8c6 d2d4,
C25,"Philidor Countergambit, Vienna",e2e4 e7e5 b1c3 b8c6 d2d4 f7f5,
C25,"Alapin Variation, Vienna",e2e4 e7e5 b1c3 b8c6 f2f4,
C25,Vienna Gambit,e2e4 e7e5 b1c3 b8c6 f2f4,
C25,"Quelle Gambit, Vienna",e2e4 e7e5 b1c3 b8c6 f2f4 f8c5 f4e5 d7d6,
C25,"Steinitz Gambit, Vienna",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4,
C25,"Fraser-Minckwitz Variation, Vienna",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 b7b6,
C25,"Zukertort Defense, Vienna",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 d7d5,
C25,"Paulsen Defense, Vienna",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 d7d6,
C25,"Soerensen Defense, Vienna",e2e4 e7e5 b1c3 b8c6 f2f4 e5f4 d2d4 d8h4 e1e2 g7g5,
